code,name,population
13223,東京都 武蔵村山市,"71,229"
13224,東京都 多摩市,"146,631"
13225,東京都 稲城市,"87,636"
13227,東京都 羽村市,"55,833"
13228,東京都 あきる野市,"80,954"
13229,東京都 西東京市,"200,012"
13303,東京都 瑞穂町,"33,445"
13305,東京都 日の出町,"17,446"
13307,東京都 檜原村,"2,209"
13308,東京都 奥多摩町,"5,234"
13361,東京都 大島町,"7,884"
13362,東京都 利島村,337
13363,東京都 新島村,"2,749"
13364,東京都 神津島村,"1,891"
13381,東京都 三宅村,"2,482"
13382,東京都 御蔵島村,335
13401,東京都 八丈町,"7,613"
13402,東京都 青ヶ島村,178
13421,東京都 小笠原村,"3,022"
14100,神奈川県 横浜市,"3,724,844"
14101,神奈川県 横浜市 鶴見区,"285,356"
14102,神奈川県 横浜市 神奈川区,"238,966"
14103,神奈川県 横浜市 西区,"98,532"
14104,神奈川県 横浜市 中区,"148,312"
14105,神奈川県 横浜市 南区,"194,827"
14106,神奈川県 横浜市 保土ケ谷区,"205,493"
14107,神奈川県 横浜市 磯子区,"166,229"
14108,神奈川県 横浜市 金沢区,"202,229"
14109,神奈川県 横浜市 港北区,"344,172"
14110,神奈川県 横浜市 戸塚区,"275,283"
14111,神奈川県 横浜市 港南区,"215,736"
14112,神奈川県 横浜市 旭区,"247,144"
14113,神奈川県 横浜市 緑区,"180,366"
14114,神奈川県 横浜市 瀬谷区,"124,560"
14115,神奈川県 横浜市 栄区,"122,171"
14116,神奈川県 横浜市 泉区,"154,025"
14117,神奈川県 横浜市 青葉区,"309,692"
14118,神奈川県 横浜市 都筑区,"211,751"
14130,神奈川県 川崎市,"1,475,213"
14131,神奈川県 川崎市 川崎区,"223,378"
14132,神奈川県 川崎市 幸区,"160,890"
14133,神奈川県 川崎市 中原区,"247,529"
14134,神奈川県 川崎市 高津区,"228,141"
14135,神奈川県 川崎市 多摩区,"214,158"
14136,神奈川県 川崎市 宮前区,"225,594"
14137,神奈川県 川崎市 麻生区,"175,523"
14150,神奈川県 相模原市,"720,780"
14151,神奈川県 相模原市 緑区,"173,612"
14152,神奈川県 相模原市 中央区,"269,888"
14153,神奈川県 相模原市 南区,"277,280"
14201,神奈川県 横須賀市,"406,586"
14203,神奈川県 平塚市,"258,227"
14204,神奈川県 鎌倉市,"173,019"
14205,神奈川県 藤沢市,"423,894"
14206,神奈川県 小田原市,"194,086"
14207,神奈川県 茅ヶ崎市,"239,348"
14208,神奈川県 逗子市,"57,425"
14210,神奈川県 三浦市,"45,289"
14211,神奈川県 秦野市,"167,378"
14212,神奈川県 厚木市,"225,714"
14213,神奈川県 大和市,"232,922"
14214,神奈川県 伊勢原市,"101,514"
14215,神奈川県 海老名市,"130,190"
14216,神奈川県 座間市,"128,737"
14217,神奈川県 南足柄市,"43,306"
14218,神奈川県 綾瀬市,"84,460"
14301,神奈川県 葉山町,"32,096"
14321,神奈川県 寒川町,"47,936"
14341,神奈川県 大磯町,"31,550"
14342,神奈川県 二宮町,"28,378"
14361,神奈川県 中井町,"9,679"
14362,神奈川県 大井町,"17,033"
14363,神奈川県 松田町,"11,171"
14364,神奈川県 山北町,"10,724"
14366,神奈川県 開成町,"17,013"
14382,神奈川県 箱根町,"11,786"
14383,神奈川県 真鶴町,"7,333"
14384,神奈川県 湯河原町,"25,026"
14401,神奈川県 愛川町,"40,343"
14402,神奈川県 清川村,"3,214"
15100,新潟県 新潟市,"810,157"
15101,新潟県 新潟市 北区,"76,328"
15102,新潟県 新潟市 東区,"137,577"
15103,新潟県 新潟市 中央区,"183,767"
15104,新潟県 新潟市 江南区,"68,906"
15105,新潟県 新潟市 秋葉区,"76,843"
15106,新潟県 新潟市 南区,"45,685"
15107,新潟県 新潟市 西区,"162,833"
15108,新潟県 新潟市 西蒲区,"58,218"
15202,新潟県 長岡市,"275,133"
15204,新潟県 三条市,"99,192"
15205,新潟県 柏崎市,"86,833"
15206,新潟県 新発田市,"98,611"
15208,新潟県 小千谷市,"36,498"
15209,新潟県 加茂市,"27,852"
15210,新潟県 十日町市,"54,917"
15211,新潟県 見附市,"40,608"
15212,新潟県 村上市,"62,442"
15213,新潟県 燕市,"79,784"
15216,新潟県 糸魚川市,"44,162"
15217,新潟県 妙高市,"33,199"
15218,新潟県 五泉市,"51,404"
15222,新潟県 上越市,"196,987"
15223,新潟県 阿賀野市,"43,415"
15224,新潟県 佐渡市,"57,255"
15225,新潟県 魚沼市,"37,352"
15226,新潟県 南魚沼市,"58,568"
15227,新潟県 胎内市,"30,198"
15307,新潟県 聖籠町,"14,040"
15342,新潟県 弥彦村,"8,209"
15361,新潟県 田上町,"12,188"
15385,新潟県 阿賀町,"11,680"
15405,新潟県 出雲崎町,"4,528"
15461,新潟県 湯沢町,"8,046"
15482,新潟県 津南町,"10,029"
15504,新潟県 刈羽村,"4,775"
15581,新潟県 関川村,"5,832"
15586,新潟県 粟島浦村,370
16201,富山県 富山市,"418,686"
16202,富山県 高岡市,"172,125"
16204,富山県 魚津市,"42,935"
16205,富山県 氷見市,"47,992"
16206,富山県 滑川市,"32,755"
16207,富山県 黒部市,"40,991"
16208,富山県 砺波市,"49,000"
16209,富山県 小矢部市,"30,399"
16210,富山県 南砺市,"51,327"
16211,富山県 射水市,"92,308"
16321,富山県 舟橋村,"2,982"
16322,富山県 上市町,"20,930"
16323,富山県 立山町,"26,317"
16342,富山県 入善町,"25,335"
16343,富山県 朝日町,"12,246"
17201,石川県 金沢市,"465,699"
17202,石川県 七尾市,"55,325"
17203,石川県 小松市,"106,919"
17204,石川県 輪島市,"27,216"
17205,石川県 珠洲市,"14,625"
17206,石川県 加賀市,"67,186"
17207,石川県 羽咋市,"21,729"
17209,石川県 かほく市,"34,219"
17210,石川県 白山市,"109,287"
17211,石川県 能美市,"48,881"
17212,石川県 野々市市,"55,099"
17324,石川県 川北町,"6,347"
17361,石川県 津幡町,"36,968"
17365,石川県 内灘町,"26,987"
17384,石川県 志賀町,"20,422"
17386,石川県 宝達志水町,"13,174"
17407,石川県 中能登町,"17,571"
17461,石川県 穴水町,"8,786"
17463,石川県 能登町,"17,568"
18201,福井県 福井市,"265,904"
18202,福井県 敦賀市,"66,165"
18204,福井県 小浜市,"29,670"
18205,福井県 大野市,"33,109"
18206,福井県 勝山市,"24,125"
18207,福井県 鯖江市,"68,284"
18208,福井県 あわら市,"28,729"
18209,福井県 越前市,"81,524"
18210,福井県 坂井市,"90,280"
18322,福井県 永平寺町,"19,883"
18382,福井県 池田町,"2,638"
18404,福井県 南越前町,"10,799"
18423,福井県 越前町,"21,538"
18442,福井県 美浜町,"9,914"
18481,福井県 高浜町,"10,596"
18483,福井県 おおい町,"8,325"
18501,福井県 若狭町,"15,257"
19201,山梨県 甲府市,"193,125"
19202,山梨県 富士吉田市,"49,003"
19204,山梨県 都留市,"32,002"
19205,山梨県 山梨市,"35,141"
19206,山梨県 大月市,"25,419"
19207,山梨県 韮崎市,"30,680"
19208,山梨県 南アルプス市,"70,828"
19209,山梨県 北杜市,"45,111"
19210,山梨県 甲斐市,"74,386"
19211,山梨県 笛吹市,"69,559"
19212,山梨県 上野原市,"24,805"
19213,山梨県 甲州市,"31,671"
19214,山梨県 中央市,"31,124"
19346,山梨県 市川三郷町,"15,673"
19364,山梨県 早川町,"1,068"
19365,山梨県 身延町,"12,669"
19366,山梨県 南部町,"8,067"
19368,山梨県 富士川町,"15,294"
19384,山梨県 昭和町,"19,505"
19422,山梨県 道志村,"1,743"
19423,山梨県 西桂町,"4,342"
19424,山梨県 忍野村,"8,968"
19425,山梨県 山中湖村,"5,208"
19429,山梨県 鳴沢村,"2,921"
19430,山梨県 富士河口湖町,"25,329"
19442,山梨県 小菅村,726
19443,山梨県 丹波山村,563
20201,長野県 長野市,"377,598"
20202,長野県 松本市,"243,293"
20203,長野県 上田市,"156,827"
20204,長野県 岡谷市,"50,128"
20205,長野県 飯田市,"101,581"
20206,長野県 諏訪市,"50,140"
20207,長野県 須坂市,"50,725"
20208,長野県 小諸市,"42,512"
20209,長野県 伊那市,"68,271"
20210,長野県 駒ヶ根市,"32,759"
20211,長野県 中野市,"43,909"
20212,長野県 大町市,"28,041"
20213,長野県 飯山市,"21,438"
20214,長野県 茅野市,"55,912"
20215,長野県 塩尻市,"67,135"
20217,長野県 佐久市,"99,368"
20218,長野県 千曲市,"60,298"
20219,長野県 東御市,"30,107"
20220,長野県 安曇野市,"95,282"
20303,長野県 小海町,"4,713"
20304,長野県 川上村,"4,607"
20305,長野県 南牧村,"3,408"
20306,長野県 南相木村,"1,005"
20307,長野県 北相木村,774
20309,長野県 佐久穂町,"11,186"
20321,長野県 軽井沢町,"18,994"
20323,長野県 御代田町,"15,184"
20324,長野県 立科町,"7,265"
20349,長野県 青木村,"4,343"
20350,長野県 長和町,"6,166"
20361,長野県 下諏訪町,"20,236"
20362,長野県 富士見町,"14,493"
20363,長野県 原村,"7,566"
20382,長野県 辰野町,"19,770"
20383,長野県 箕輪町,"25,241"
20384,長野県 飯島町,"9,530"
20385,長野県 南箕輪村,"15,063"
20386,長野県 中川村,"4,850"
20388,長野県 宮田村,"8,821"
20402,長野県 松川町,"13,167"
20403,長野県 高森町,"13,080"
20404,長野県 阿南町,"4,962"
20407,長野県 阿智村,"6,538"
20409,長野県 平谷村,484
20410,長野県 根羽村,970
20411,長野県 下條村,"3,851"
20412,長野県 売木村,575
20413,長野県 天龍村,"1,365"
20414,長野県 泰阜村,"1,702"
20415,長野県 喬木村,"6,310"
20416,長野県 豊丘村,"6,592"
20417,長野県 大鹿村,"1,023"
20422,長野県 上松町,"4,670"
20423,長野県 南木曽町,"4,313"
20425,長野県 木祖村,"2,926"
20429,長野県 王滝村,839
20430,長野県 大桑村,"3,825"
20432,長野県 木曽町,"11,826"
20446,長野県 麻績村,"2,788"
20448,長野県 生坂村,"1,843"
20450,長野県 山形村,"8,395"
20451,長野県 朝日村,"4,462"
20452,長野県 筑北村,"4,730"
20481,長野県 池田町,"9,926"
20482,長野県 松川村,"9,948"
20485,長野県 白馬村,"8,929"
20486,長野県 小谷村,"2,904"
20521,長野県 坂城町,"14,871"
20541,長野県 小布施町,"10,702"
20543,長野県 高山村,"7,033"
20561,長野県 山ノ内町,"12,429"
20562,長野県 木島平村,"4,658"
20563,長野県 野沢温泉村,"3,479"
20583,長野県 信濃町,"8,469"
20588,長野県 小川村,"2,665"
20590,長野県 飯綱町,"11,063"
20602,長野県 栄村,"1,953"
21201,岐阜県 岐阜市,"406,735"
21202,岐阜県 大垣市,"159,879"
21203,岐阜県 高山市,"89,182"
21204,岐阜県 多治見市,"110,441"
21205,岐阜県 関市,"89,153"
21206,岐阜県 中津川市,"78,883"
21207,岐阜県 美濃市,"20,760"
21208,岐阜県 瑞浪市,"38,730"
21209,岐阜県 羽島市,"67,337"
21210,岐阜県 恵那市,"51,073"
21211,岐阜県 美濃加茂市,"55,384"
21212,岐阜県 土岐市,"57,827"
21213,岐阜県 各務原市,"144,690"
21214,岐阜県 可児市,"98,695"
21215,岐阜県 山県市,"27,114"
21216,岐阜県 瑞穂市,"54,354"
21217,岐阜県 飛騨市,"24,696"
21218,岐阜県 本巣市,"33,995"
21219,岐阜県 郡上市,"42,090"
21220,岐阜県 下呂市,"33,585"
21221,岐阜県 海津市,"35,206"
21302,岐阜県 岐南町,"24,622"
21303,岐阜県 笠松町,"22,750"
21341,岐阜県 養老町,"29,029"
21361,岐阜県 垂井町,"27,556"
21362,岐阜県 関ケ原町,"7,419"
21381,岐阜県 神戸町,"19,282"
21382,岐阜県 輪之内町,"9,973"
21383,岐阜県 安八町,"14,752"
21401,岐阜県 揖斐川町,"21,503"
21403,岐阜県 大野町,"23,453"
21404,岐阜県 池田町,"24,347"
21421,岐阜県 北方町,"18,169"
21501,岐阜県 坂祝町,"8,202"
21502,岐阜県 富加町,"5,564"
21503,岐阜県 川辺町,"10,197"
21504,岐阜県 七宗町,"3,876"
21505,岐阜県 八百津町,"11,027"
21506,岐阜県 白川町,"8,392"
21507,岐阜県 東白川村,"2,261"
21521,岐阜県 御嵩町,"18,111"
21604,岐阜県 白川村,"1,609"
22100,静岡県 静岡市,"704,989"
22101,静岡県 静岡市 葵区,"253,593"
22102,静岡県 静岡市 駿河区,"212,419"
22103,静岡県 静岡市 清水区,"238,977"
22130,静岡県 浜松市,"797,980"
22131,静岡県 浜松市 中区,"237,443"
22132,静岡県 浜松市 東区,"128,555"
22133,静岡県 浜松市 西区,"111,353"
22134,静岡県 浜松市 南区,"100,870"
22135,静岡県 浜松市 北区,"93,567"
22136,静岡県 浜松市 浜北区,"95,900"
22137,静岡県 浜松市 天竜区,"30,292"
22203,静岡県 沼津市,"195,633"
22205,静岡県 熱海市,"37,544"
22206,静岡県 三島市,"110,046"
22207,静岡県 富士宮市,"130,770"
22208,静岡県 伊東市,"68,345"
22209,静岡県 島田市,"98,112"
22210,静岡県 富士市,"248,399"
22211,静岡県 磐田市,"167,210"
22212,静岡県 焼津市,"139,462"
22213,静岡県 掛川市,"114,602"
22214,静岡県 藤枝市,"143,605"
22215,静岡県 御殿場市,"88,078"
22216,静岡県 袋井市,"85,789"
22219,静岡県 下田市,"22,916"
22220,静岡県 裾野市,"52,737"
22221,静岡県 湖西市,"59,789"
22222,静岡県 伊豆市,"31,317"
22223,静岡県 御前崎市,"32,578"
22224,静岡県 菊川市,"46,763"
22225,静岡県 伊豆の国市,"48,152"
22226,静岡県 牧之原市,"45,547"
22301,静岡県 東伊豆町,"12,624"
22302,静岡県 河津町,"7,303"
22304,静岡県 南伊豆町,"8,524"
22305,静岡県 松崎町,"6,837"
22306,静岡県 西伊豆町,"8,234"
22325,静岡県 函南町,"37,661"
22341,静岡県 清水町,"32,118"
22342,静岡県 長泉町,"42,331"
22344,静岡県 小山町,"19,497"
22424,静岡県 吉田町,"29,093"
22429,静岡県 川根本町,"7,192"
22461,静岡県 森町,"18,528"
23100,愛知県 名古屋市,"2,295,638"
23101,愛知県 名古屋市 千種区,"164,696"
23102,愛知県 名古屋市 東区,"78,043"
23103,愛知県 名古屋市 北区,"163,579"
23104,愛知県 名古屋市 西区,"149,098"
23105,愛知県 名古屋市 中村区,"133,206"
23106,愛知県 名古屋市 中区,"83,203"
23107,愛知県 名古屋市 昭和区,"107,170"
23108,愛知県 名古屋市 瑞穂区,"105,357"
23109,愛知県 名古屋市 熱田区,"65,895"
23110,愛知県 名古屋市 中川区,"220,281"
23111,愛知県 名古屋市 港区,"146,745"
23112,愛知県 名古屋市 南区,"136,935"
23113,愛知県 名古屋市 守山区,"172,845"
23114,愛知県 名古屋市 緑区,"241,822"
23115,愛知県 名古屋市 名東区,"164,080"
23116,愛知県 名古屋市 天白区,"162,683"
23201,愛知県 豊橋市,"374,765"
23202,愛知県 岡崎市,"381,051"
23203,愛知県 一宮市,"380,868"
23204,愛知県 瀬戸市,"129,046"
23205,愛知県 半田市,"116,908"
23206,愛知県 春日井市,"306,508"
23207,愛知県 豊川市,"182,436"
23208,愛知県 津島市,"63,431"
23209,愛知県 碧南市,"71,346"
23210,愛知県 刈谷市,"149,765"
23211,愛知県 豊田市,"422,542"
23212,愛知県 安城市,"184,140"
23213,愛知県 西尾市,"167,990"
23214,愛知県 蒲郡市,"81,100"
23215,愛知県 犬山市,"74,308"
23216,愛知県 常滑市,"56,547"
23217,愛知県 江南市,"98,359"
23219,愛知県 小牧市,"149,462"
23220,愛知県 稲沢市,"136,867"
23221,愛知県 新城市,"47,133"
23222,愛知県 東海市,"111,944"
23223,愛知県 大府市,"89,157"
23224,愛知県 知多市,"84,617"
23225,愛知県 知立市,"70,501"
23226,愛知県 尾張旭市,"80,787"
23227,愛知県 高浜市,"46,236"
23228,愛知県 岩倉市,"47,562"
23229,愛知県 豊明市,"69,127"
23230,愛知県 日進市,"87,977"
23231,愛知県 田原市,"62,364"
23232,愛知県 愛西市,"63,088"
23233,愛知県 清須市,"67,327"
23234,愛知県 北名古屋市,"84,133"
23235,愛知県 弥富市,"43,269"
23236,愛知県 みよし市,"61,810"
23237,愛知県 あま市,"86,898"
23238,愛知県 長久手市,"57,598"
23302,愛知県 東郷町,"42,858"
23342,愛知県 豊山町,"15,177"
23361,愛知県 大口町,"23,274"
23362,愛知県 扶桑町,"33,806"
23424,愛知県 大治町,"30,990"
23425,愛知県 蟹江町,"37,085"
23427,愛知県 飛島村,"4,397"
23441,愛知県 阿久比町,"27,747"
23442,愛知県 東浦町,"49,230"
23445,愛知県 南知多町,"18,707"
23446,愛知県 美浜町,"23,575"
23447,愛知県 武豊町,"42,473"
23501,愛知県 幸田町,"39,549"
23561,愛知県 設楽町,"5,074"
23562,愛知県 東栄町,"3,446"
23563,愛知県 豊根村,"1,135"
24201,三重県 津市,"279,886"
24202,三重県 四日市市,"311,031"
24203,三重県 伊勢市,"127,817"
24204,三重県 松阪市,"163,863"
24205,三重県 桑名市,"140,303"
24207,三重県 鈴鹿市,"196,403"
24208,三重県 名張市,"78,795"
24209,三重県 尾鷲市,"18,009"
24210,三重県 亀山市,"50,254"
24211,三重県 鳥羽市,"19,448"
24212,三重県 熊野市,"17,322"
24214,三重県 いなべ市,"45,815"
24215,三重県 志摩市,"50,341"
24216,三重県 伊賀市,"90,581"
24303,三重県 木曽岬町,"6,357"
24324,三重県 東員町,"25,344"
24341,三重県 菰野町,"40,210"
24343,三重県 朝日町,"10,560"
24344,三重県 川越町,"14,752"
24441,三重県 多気町,"14,878"
24442,三重県 明和町,"22,586"
24443,三重県 大台町,"9,557"
24461,三重県 玉城町,"15,431"
24470,三重県 度会町,"8,309"
24471,三重県 大紀町,"8,939"
24472,三重県 南伊勢町,"12,788"
24543,三重県 紀北町,"16,338"
24561,三重県 御浜町,"8,741"
24562,三重県 紀宝町,"11,207"
25201,滋賀県 大津市,"340,973"
25202,滋賀県 彦根市,"113,679"
25203,滋賀県 長浜市,"118,193"
25204,滋賀県 近江八幡市,"81,312"
25206,滋賀県 草津市,"137,247"
25207,滋賀県 守山市,"79,859"
25208,滋賀県 栗東市,"66,749"
25209,滋賀県 甲賀市,"90,901"
25210,滋賀県 野洲市,"49,889"
25211,滋賀県 湖南市,"54,289"
25212,滋賀県 高島市,"50,025"
25213,滋賀県 東近江市,"114,180"
25214,滋賀県 米原市,"38,719"
25383,滋賀県 日野町,"21,873"
25384,滋賀県 竜王町,"12,434"
25425,滋賀県 愛荘町,"20,778"
25441,滋賀県 豊郷町,"7,422"
25442,滋賀県 甲良町,"7,039"
25443,滋賀県 多賀町,"7,355"
26100,京都府 京都市,"1,475,183"
26101,京都府 京都市 北区,"119,474"
26102,京都府 京都市 上京区,"85,113"
26103,京都府 京都市 左京区,"168,266"
26104,京都府 京都市 中京区,"109,341"
26105,京都府 京都市 東山区,"39,044"
26106,京都府 京都市 下京区,"82,668"
26107,京都府 京都市 南区,"99,927"
26108,京都府 京都市 右京区,"204,262"
26109,京都府 京都市 伏見区,"280,655"
26110,京都府 京都市 山科区,"135,471"
26111,京都府 京都市 西京区,"150,962"
26201,京都府 福知山市,"78,935"
26202,京都府 舞鶴市,"83,990"
26203,京都府 綾部市,"33,821"
26204,京都府 宇治市,"184,678"
26205,京都府 宮津市,"18,426"
26206,京都府 亀岡市,"89,479"
26207,京都府 城陽市,"76,869"
26208,京都府 向日市,"53,380"
26209,京都府 長岡京市,"80,090"
26210,京都府 八幡市,"72,664"
26211,京都府 京田辺市,"70,835"
26212,京都府 京丹後市,"55,054"
26213,京都府 南丹市,"33,145"
26214,京都府 木津川市,"72,840"
26303,京都府 大山崎町,"15,181"
26322,京都府 久御山町,"15,805"
26343,京都府 井手町,"7,910"
26344,京都府 宇治田原町,"9,319"
26364,京都府 笠置町,"1,368"
26365,京都府 和束町,"3,956"
26366,京都府 精華町,"36,376"
26367,京都府 南山城村,"2,652"
26407,京都府 京丹波町,"14,453"
26463,京都府 伊根町,"2,110"
26465,京都府 与謝野町,"21,834"
27100,大阪府 大阪市,"2,691,185"
27102,大阪府 大阪市 都島区,"104,727"
27103,大阪府 大阪市 福島区,"72,484"
27104,大阪府 大阪市 此花区,"66,656"
27106,大阪府 大阪市 西区,"92,430"
27107,大阪府 大阪市 港区,"82,035"
27108,大阪府 大阪市 大正区,"65,141"
27109,大阪府 大阪市 天王寺区,"75,729"
27111,大阪府 大阪市 浪速区,"69,766"
27113,大阪府 大阪市 西淀川区,"95,490"
27114,大阪府 大阪市 東淀川区,"175,530"
27115,大阪府 大阪市 東成区,"80,563"
27116,大阪府 大阪市 生野区,"130,167"
27117,大阪府 大阪市 旭区,"91,608"
27118,大阪府 大阪市 城東区,"164,697"
27119,大阪府 大阪市 阿倍野区,"107,626"
27120,大阪府 大阪市 住吉区,"154,239"
27121,大阪府 大阪市 東住吉区,"126,299"
27122,大阪府 大阪市 西成区,"111,883"
27123,大阪府 大阪市 淀川区,"176,201"
27124,大阪府 大阪市 鶴見区,"111,557"
27125,大阪府 大阪市 住之江区,"122,988"
27126,大阪府 大阪市 平野区,"196,633"
27127,大阪府 大阪市 北区,"123,667"
27128,大阪府 大阪市 中央区,"93,069"
27140,大阪府 堺市,"839,310"
27141,大阪府 堺市 堺区,"148,205"
27142,大阪府 堺市 中区,"124,543"
27143,大阪府 堺市 東区,"85,189"
27144,大阪府 堺市 西区,"135,746"
27145,大阪府 堺市 南区,"147,626"
27146,大阪府 堺市 北区,"158,845"
27147,大阪府 堺市 美原区,"39,156"
27202,大阪府 岸和田市,"194,911"
27203,大阪府 豊中市,"395,479"
27204,大阪府 池田市,"103,069"
27205,大阪府 吹田市,"374,468"
27206,大阪府 泉大津市,"75,897"
27207,大阪府 高槻市,"351,829"
27208,大阪府 貝塚市,"88,694"
27209,大阪府 守口市,"143,042"
27210,大阪府 枚方市,"404,152"
27211,大阪府 茨木市,"280,033"
27212,大阪府 八尾市,"268,800"
27213,大阪府 泉佐野市,"100,966"
27214,大阪府 富田林市,"113,984"
27215,大阪府 寝屋川市,"237,518"
27216,大阪府 河内長野市,"106,987"
27217,大阪府 松原市,"120,750"
27218,大阪府 大東市,"123,217"
27219,大阪府 和泉市,"186,109"
27220,大阪府 箕面市,"133,411"
27221,大阪府 柏原市,"71,112"
27222,大阪府 羽曳野市,"112,683"
27223,大阪府 門真市,"123,576"
27224,大阪府 摂津市,"85,007"
27225,大阪府 高石市,"56,529"
27226,大阪府 藤井寺市,"65,438"
27227,大阪府 東大阪市,"502,784"
27228,大阪府 泉南市,"62,438"
27229,大阪府 四條畷市,"56,075"
27230,大阪府 交野市,"76,435"
27231,大阪府 大阪狭山市,"57,792"
27232,大阪府 阪南市,"54,276"
27301,大阪府 島本町,"29,983"
27321,大阪府 豊能町,"19,934"
27322,大阪府 能勢町,"10,256"
27341,大阪府 忠岡町,"17,298"
27361,大阪府 熊取町,"44,435"
27362,大阪府 田尻町,"8,417"
27366,大阪府 岬町,"15,938"
27381,大阪府 太子町,"13,748"
27382,大阪府 河南町,"16,126"
27383,大阪府 千早赤阪村,"5,378"
28100,兵庫県 神戸市,"1,537,272"
28101,兵庫県 神戸市 東灘区,"213,634"
28102,兵庫県 神戸市 灘区,"136,088"
28105,兵庫県 神戸市 兵庫区,"106,956"
28106,兵庫県 神戸市 長田区,"97,912"
28107,兵庫県 神戸市 須磨区,"162,468"
28108,兵庫県 神戸市 垂水区,"219,474"
28109,兵庫県 神戸市 北区,"219,805"
28110,兵庫県 神戸市 中央区,"135,153"
28111,兵庫県 神戸市 西区,"245,782"
28201,兵庫県 姫路市,"535,664"
28202,兵庫県 尼崎市,"452,563"
28203,兵庫県 明石市,"293,409"
28204,兵庫県 西宮市,"487,850"
28205,兵庫県 洲本市,"44,258"
28206,兵庫県 芦屋市,"95,350"
28207,兵庫県 伊丹市,"196,883"
28208,兵庫県 相生市,"30,129"
28209,兵庫県 豊岡市,"82,250"
28210,兵庫県 加古川市,"267,435"
28212,兵庫県 赤穂市,"48,567"
28213,兵庫県 西脇市,"40,866"
28214,兵庫県 宝塚市,"224,903"
28215,兵庫県 三木市,"77,178"
28216,兵庫県 高砂市,"91,030"
28217,兵庫県 川西市,"156,375"
28218,兵庫県 小野市,"48,580"
28219,兵庫県 三田市,"112,691"
28220,兵庫県 加西市,"44,313"
28221,兵庫県 丹波篠山市,"41,490"
28222,兵庫県 養父市,"24,288"
28223,兵庫県 丹波市,"64,660"
28224,兵庫県 南あわじ市,"46,912"
28225,兵庫県 朝来市,"30,805"
28226,兵庫県 淡路市,"43,977"
28227,兵庫県 宍粟市,"37,773"
28228,兵庫県 加東市,"40,310"
28229,兵庫県 たつの市,"77,419"
28301,兵庫県 猪名川町,"30,838"
28365,兵庫県 多可町,"21,200"
28381,兵庫県 稲美町,"31,020"
28382,兵庫県 播磨町,"33,739"
28442,兵庫県 市川町,"12,300"
28443,兵庫県 福崎町,"19,738"
28446,兵庫県 神河町,"11,452"
28464,兵庫県 太子町,"33,690"
28481,兵庫県 上郡町,"15,224"
28501,兵庫県 佐用町,"17,510"
28585,兵庫県 香美町,"18,070"
28586,兵庫県 新温泉町,"14,819"
29201,奈良県 奈良市,"360,310"
29202,奈良県 大和高田市,"64,817"
29203,奈良県 大和郡山市,"87,050"
29204,奈良県 天理市,"67,398"
29205,奈良県 橿原市,"124,111"
29206,奈良県 桜井市,"57,244"
29207,奈良県 五條市,"30,997"
29208,奈良県 御所市,"26,868"
29209,奈良県 生駒市,"118,233"
29210,奈良県 香芝市,"77,561"
29211,奈良県 葛城市,"36,635"
29212,奈良県 宇陀市,"31,105"
29322,奈良県 山添村,"3,674"
29342,奈良県 平群町,"18,883"
29343,奈良県 三郷町,"23,571"
29344,奈良県 斑鳩町,"27,303"
29345,奈良県 安堵町,"7,443"
29361,奈良県 川西町,"8,485"
29362,奈良県 三宅町,"6,836"
29363,奈良県 田原本町,"31,691"
29385,奈良県 曽爾村,"1,549"
29386,奈良県 御杖村,"1,759"
29401,奈良県 高取町,"7,195"
29402,奈良県 明日香村,"5,523"
29424,奈良県 上牧町,"22,054"
29425,奈良県 王寺町,"23,025"
29426,奈良県 広陵町,"33,487"
29427,奈良県 河合町,"17,941"
29441,奈良県 吉野町,"7,399"
29442,奈良県 大淀町,"18,069"
29443,奈良県 下市町,"5,664"
29444,奈良県 黒滝村,660
29446,奈良県 天川村,"1,354"
29447,奈良県 野迫川村,449
29449,奈良県 十津川村,"3,508"
29450,奈良県 下北山村,895
29451,奈良県 上北山村,512
29452,奈良県 川上村,"1,313"
29453,奈良県 東吉野村,"1,745"
30201,和歌山県 和歌山市,"364,154"
30202,和歌山県 海南市,"51,860"
30203,和歌山県 橋本市,"63,621"
30204,和歌山県 有田市,"28,470"
30205,和歌山県 御坊市,"24,801"
30206,和歌山県 田辺市,"74,770"
30207,和歌山県 新宮市,"29,331"
30208,和歌山県 紀の川市,"62,616"
30209,和歌山県 岩出市,"53,452"
30304,和歌山県 紀美野町,"9,206"
30341,和歌山県 かつらぎ町,"16,992"
30343,和歌山県 九度山町,"4,377"
30344,和歌山県 高野町,"3,352"
30361,和歌山県 湯浅町,"12,200"
30362,和歌山県 広川町,"7,224"
30366,和歌山県 有田川町,"26,361"
30381,和歌山県 美浜町,"7,480"
30382,和歌山県 日高町,"7,641"
30383,和歌山県 由良町,"5,837"
30390,和歌山県 印南町,"8,068"
30391,和歌山県 みなべ町,"12,742"
30392,和歌山県 日高川町,"9,776"
30401,和歌山県 白浜町,"21,533"
30404,和歌山県 上富田町,"14,989"
30406,和歌山県 すさみ町,"4,127"
30421,和歌山県 那智勝浦町,"15,682"
30422,和歌山県 太地町,"3,087"
30424,和歌山県 古座川町,"2,826"
30427,和歌山県 北山村,446
30428,和歌山県 串本町,"16,558"
31201,鳥取県 鳥取市,"193,717"
31202,鳥取県 米子市,"149,313"
31203,鳥取県 倉吉市,"49,044"
